"2
",,,,перечень сигналов ивановская тэц-2,,2135,,1044,508,580,3,965,75,KKS параметра,Питание датчика,KKS механизма,min,max,Ед.изм,"Участие
в задачах",Примечание
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKD01AA002YB01,,,,,,"ТЗ,ДУ,ФГУ",
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKD01AA002YB02,,,,,,"ТЗ,ДУ,ФГУ",
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKD01AA002YB03,,,,,,"ТЗ,ДУ,ФГУ",
,,,Задвижка 2-15Г на входе линии 2,Не открыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKD02AA001XB51,,E2EKD02AA001,,,,"ДУ,ФГУ",
,,,,Не закрыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKD02AA001XB52,,,,,,"ДУ,ФГУ",
,,,,Автоматический выключатель отключен,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKD02AA001XM01,,,,,,ПС,
,,,,Дистанционный режим работы,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKD02AA001XL01,,,,,,ДУ,
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKD02AA001YB01,,,,,,"ТЗ,ДУ,ФГУ",
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKD02AA001YB02,,,,,,"ТЗ,ДУ,ФГУ",
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKD02AA001YB03,,,,,,"ТЗ,ДУ,ФГУ",
,,,Задвижка 2-16Г на выходе линии 2,Не открыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKD02AA002XB51,,E2EKD02AA002,,,,"ДУ,ФГУ",
,,,,Не закрыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKD02AA002XB52,,,,,,"ДУ,ФГУ",
,,,,Автоматический выключатель отключен,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKD02AA002XM01,,,,,,ПС,
,,,,Дистанционный режим работы,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKD02AA002XL01,,,,,,ДУ,
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKD02AA002YB01,,,,,,"ТЗ,ДУ,ФГУ",
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKD02AA002YB02,,,,,,"ТЗ,ДУ,ФГУ",
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKD02AA002YB03,,,,,,"ТЗ,ДУ,ФГУ",
,,,Задвижка 2-17Г на байпасе ГРП-2,Не открыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG02AA001XB51,,E2EKG02AA001,,,,ДУ,
,,,,Не закрыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG02AA001XB52,,,,,,ДУ,
,,,,Превышение момента на закрытие,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG02AA001XB06,,,,,,ДУ,
,,,,Автоматический выключатель отключен,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG02AA001XM01,,,,,,ПС,
,,,,Дистанционный режим работы,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG02AA001XL01,,,,,,ДУ,
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG02AA001YB01,,,,,,ДУ,
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG02AA001YB02,,,,,,ДУ,
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG02AA001YB03,,,,,,ДУ,
,,,Задвижка 2-3Г на входе ГРП-2,Не открыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKA01AA001XB51,,E2EKA01AA001,,,,ДУ,
,,,,Не закрыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKA01AA001XB52,,,,,,ДУ,
,,,,Превышение момента на закрытие,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKA01AA001XB06,,,,,,ДУ,
,,,,Автоматический выключатель отключен,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKA01AA001XM01,,,,,,ПС,
,,,,Дистанционный режим работы,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKA01AA001XL01,,,,,,ДУ,
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKA01AA001YB01,,,,,,ДУ,
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKA01AA001YB02,,,,,,ДУ,
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKA01AA001YB03,,,,,,ДУ,
,,,Задвижка 2-19Г на выходе ГРП-2 к главному корпусу,Не открыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG11AA001XB51,,E2EKG11AA001,,,,ДУ,
,,,,Не закрыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG11AA001XB52,,,,,,ДУ,
,,,,Превышение момента на закрытие,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG11AA001XB06,,,,,,ДУ,
,,,,Автоматический выключатель отключен,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG11AA001XM01,,,,,,ПС,
,,,,Дистанционный режим работы,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG11AA001XL01,,,,,,ДУ,
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG11AA001YB01,,,,,,ДУ,
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG11AA001YB02,,,,,,ДУ,
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG11AA001YB03,,,,,,ДУ,
,,,Задвижка 4-ГД,Не открыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG11AA002XB51,,E2EKG11AA002,,,,ДУ,
,,,,Не закрыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG11AA002XB52,,,,,,ДУ,
,,,,Превышение момента на закрытие,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG11AA002XB06,,,,,,ДУ,
,,,,Автоматический выключатель отключен,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG11AA002XM01,,,,,,ПС,
,,,,Дистанционный режим работы,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG11AA002XL01,,,,,,ДУ,
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG11AA002YB01,,,,,,ДУ,
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG11AA002YB02,,,,,,ДУ,
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG11AA002YB03,,,,,,ДУ,
,,,Дисковый затвор ГК-2,Открыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG12AA001XB01,,E2EKG12AA001,,,,ДУ,
,,,,Закрыто,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG12AA001XB02,,,,,,ДУ,
,,,,Превышение момента,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG12AA001XB04,,,,,,ДУ,
,,,,Готовность,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG12AA001XB10,,,,,,ДУ,
,,,,Автоматический выключатель отключен,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG12AA001XM01,,,,,,ПС,
,,,,Дистанционный режим работы,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKG12AA001XL01,,,,,,ДУ,
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG12AA001YB01,,,,,,"ТЗ,ДУ",
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG12AA001YB02,,,,,,"ТЗ,ДУ",
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKG12AA001YB03,,,,,,"ТЗ,ДУ",
,,,Сигнализатор газов СТМ-10,"Загазованность в ГРП, 1 порог",дискретный,входящий,"220В, 50Гц",1,,,,,0,E2UEN01CQ001XG01,,E2UEN01CQ001,,,,ПС,
,,,,"Загазованность в ГРП, 2 порог",дискретный,входящий,"220В, 50Гц",1,,,,,0,E2UEN01CQ001XG03,,E2UEN02CQ001,,,,ПС,
,,,,Пожарная сигнализация сработала,дискретный,входящий,=24В,1,,,,,0,E2CYE01CH001XM01,,E2CYE01CH001,,,,ПС,
,АСУ ГРП-2,Сборка задвижек ГРП-2,,Неисправность шкафа сборки задвижек,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2CDA01GH001XM01,,E2CDA01GH001,,,,ПС,
,АСУ ГРП-2,Шкаф ПТК,,Питание ввода №1 в норме,дискретный,входящий,=24В,1,,,,,0,,,,,,,ПС,
,,,,Питание ввода №2 в норме,дискретный,входящий,=24В,1,,,,,0,,,,,,,ПС,
,,,,Ввод 1 включен,дискретный,входящий,=24В,1,,,,,0,,,,,,,ПС,
,,,,Ввод 2 включен,дискретный,входящий,=24В,1,,,,,0,,,,,,,ПС,
,,,,Питание ИБП в норме,дискретный,входящий,=24В,1,,,,,0,,,,,,,ПС,
,,,,Питание цепей внешних сигналов включено,дискретный,входящий,=24В,1,,,,,0,,,,,,,ПС,
,,,,Питание цепей внутренних сигналов включено,дискретный,входящий,=24В,1,,,,,0,,,,,,,ПС,
,,,,Питание датчиков 220В включено,дискретный,входящий,=24В,1,,,,,0,,,,,,,ПС,
,,,,Дверь шкафа открыта,дискретный,входящий,=24В,1,,,,,0,,,,,,,ПС,
,АСУ ГРП-2,Перемычка с высокой стороны между ГРП-1 ГРП-2,,Давление газа после регулятора (регулирование),аналоговый,входящий,4-20мА,,,1,,,0,E2EKA02СР001,".=24В, 0.5Вт",,0,6.0,кгс/см²,"АР, Р",
,,,,Давление газа после регулятора,аналоговый,входящий,4-20мА,,,1,,,0,E2EKA02СР002,".=24В, 0.5Вт",,0,6.0,кгс/см²,"ПС, Р",
,,,,Давление газа до регулятора,аналоговый,входящий,4-20мА,,,1,,,0,E2EKA02СР003,".=24В, 0.5Вт",,0,10.0,кгс/см²,"ПС, Р",
,,,,Расход газа,аналоговый,входящий,4-20мА,,,1,,,0,E2EKA02СF001,,,0,30000.0,м³/ч,Р,
,,,,Расход газа,цифровой,входящий,RS485 Modbus RTU,,,,,1,1,E2EKA02FF001,,,0,30000.0,м³/ч,Р,
,,,Затвор со стороны газопровода на ГРП-2,Не открыто,дискретный,входящий,=24В,1,,,,,0,E2EKA02AA001XC02,,E2EKA02AA001,,,,ДУ,
,,,,Не закрыто,дискретный,входящий,=24В,1,,,,,0,E2EKA02AA001XC01,,,,,,ДУ,
,,,,Автоматический выключатель отключен,дискретный,входящий,=24В,1,,,,,0,E2EKA02AA001XM01,,,,,,ПС,
,,,,Дистанционный режим работы,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKA02AA001XL01,,,,,,ДУ,
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKA02AA001YB01,,,,,,ДУ,
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKA02AA001YB02,,,,,,ДУ,
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKA02AA001YB03,,,,,,ДУ,
,,,Затвор со стороны газопровода на ГРП-1,Не открыто,дискретный,входящий,=24В,1,,,,,0,E2EKA02AA002XC02,,E2EKA02AA002,,,,ДУ,
,,,,Не закрыто,дискретный,входящий,=24В,1,,,,,0,E2EKA02AA002XC01,,,,,,ДУ,
,,,,Автоматический выключатель отключен,дискретный,входящий,=24В,1,,,,,0,E2EKA02AA002XM01,,,,,,ПС,
,,,,Дистанционный режим работы,дискретный,входящий,"220В, 50Гц",1,,,,,0,E2EKA02AA002XL01,,,,,,ДУ,
,,,,Открыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKA02AA002YB01,,,,,,ДУ,
,,,,Закрыть,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKA02AA002YB02,,,,,,ДУ,
,,,,Стоп,дискретный,исходящий,"220В, 50Гц",,1,,,,0,E2EKA02AA002YB03,,,,,,ДУ,
,,,Регулятор давления газа,Закрыто,дискретный,входящий,=24В,1,,,,,0,E2EKD01AA801XC02,,E2EKA02AA801,,,,"АР,ДУ",
,,,,Открыто,дискретный,входящий,=24В,1,,,,,0,E2EKD01AA801XC01,,,,,,"АР,ДУ",
,,,,Автоматический выключатель отключен,дискретный,входящий,=24В,1,,,,,0,E2EKD01AA801XM01,,,,,,ПС,
,,,,Больше,дискретный,исходящий,=24В,,1,,,,0,E2EKA02AA801YC01,,,,,,"АР,ДУ",
,,,,Меньше,дискретный,исходящий,=24В,,1,,,,0,E2EKA02AA801YC02,,,,,,"АР,ДУ",
,АСУ ЭТО,Здание РУСН,Силовой трансформатор Т-1,"температура обмотки фаза а, высокая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,"температура обмотки фаза в, высокая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,"температура обмотки фаза с, высокая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,"температура обмотки фаза а, низкая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,"температура обмотки фаза в, низкая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,"температура обмотки фаза с, низкая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,напряжение низкая сторона,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,напряжение высокая сторона,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,ток фаза а низкая сторона,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,ток фаза в низкая сторона,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,ток фаза с низкая сторона,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,Силовой трансформатор Т-2,"температура обмотки фаза а, высокая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,"температура обмотки фаза в, высокая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,"температура обмотки фаза с, высокая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,"температура обмотки фаза а, низкая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,"температура обмотки фаза в, низкая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,"температура обмотки фаза с, низкая сторона",аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,напряжение низкая сторона,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,напряжение высокая сторона,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,ток фаза а низкая сторона,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,ток фаза в низкая сторона,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,,ток фаза с низкая сторона,аналоговый,входящий,4-20мА,,,1,,,0,,,,,,,,
,,,"РУ-6 кВ, ячейка 5 (Ввод 1)",вв включить,цифровой,исходящий,Eth МЭК-104,,,,,1,1,,,,,,,,
,,,,вв выключить,цифровой,исходящий,Eth МЭК-104,,,,,1,,,,,,,,,
,,,,вв включен,цифровой,входящий,Eth МЭК-104,,,,,1,,,,,,,,,
,,,,вв выключен,цифровой,входящий,Eth МЭК-104,,,,,1,,,,,,,,,
,,,,заземляющие ножи выставлены,цифровой,входящий,Eth МЭК-104,,,,,1,,,,,,,,,
,,,,заземляющие ножи убраны,цифровой,входящий,Eth МЭК-104,,,,,1,,,,,,,,,
,,,"РУ-6 кВ, ячейка 8 (Ввод 2)",вв включить,цифровой,исходящий,Eth МЭК-104,,,,,1,1,,,,,,,,
,,,,вв выключить,цифровой,исходящий,Eth МЭК-104,,,,,1,,,,,,,,,
,,,,вв включен,цифровой,входящий,Eth МЭК-104,,,,,1,,,,,,,,,
,,,,вв выключен,цифровой,входящий,Eth МЭК-104,,,,,1,,,,,,,,,
,,,,заземляющие ножи выставлены,цифровой,входящий,Eth МЭК-104,,,,,1,,,,,,,,,
